Note: [none]
Total # of Iterations:	8000	
Sample size:	198	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
213.5842	4	-418.9611	-419.1683	1.001041	0.6216306	
Model:	
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
PotGrowth	0.5457714	0.5279405	0.5639405	N/A	0.1	1	0.04589798	
sizeX0	73.17113	70.24628	76.09797	N/A	0.05	100	7.447477	
sizeXb	0.05	0.05	0.051999	N/A	0.05	100	15.81963	
sd	0.08265705	0.07522592	0.09059093	N/A	1e-04	10	0.01993237	

Non-varying parameters:
Label	Value
mean	predicted	
x	RG	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
3	0.95	20	100

Variance - Covariance Matrix:
[not calculated]

Source data
ID_plot	ID_pine	Altitude	eq_DBH	y_2011	y_2012	y_2013	y_2014	y_2015	y_2016	RG	predicted	
1	117	845.0904	3.059605	0.388	0.53	0.621	0.802	0.773	0.859	0.717	0.5371184	
1	118	846.0919	2.44075	0.145	0.282	0.428	0.647	0.676	0.687	0.544	0.5028458	
1	120	839.5019	2.151951	0.207	0.163	0.281	0.562	0.697	0.726	0.4858	0.4740829	
1	121	855.591	2.523264	0.117	0.212	0.444	0.742	0.668	0.539	0.521	0.5093769	
1	122	857.7471	2.523264	0.261	0.276	0.444	0.557	0.525	0.619	0.4842	0.5093769	
1	123	856.3705	1.120526	0.048	0.085	0.106	0.167	0.377	0.501	0.2472	0.2710046	
1	124	844.2026	1.739381	0.089	0.162	0.223	0.238	0.492	0.569	0.3368	0.4139622	
1	125	845.2991	1.285554	0.092	0.12	0.163	0.229	0.42	0.611	0.3086	0.3158504	
1	126	835.5173	0.501671	0.066	0.08	0.138	0.177	0.246	0.467	0.2216	0.07581948	
1	127	843.4125	1.368068	0.156	0.169	0.057	0.193	0.315	0.452	0.2372	0.3364325	
1	128	842.4957	1.161783	0.131	0.169	0.077	0.216	0.264	0.352	0.2156	0.2826661	
1	129	842.8629	1.285554	0.217	0.222	0.104	0.213	0.407	0.455	0.2802	0.3158504	
1	130	844.4431	1.079269	0.188	0.195	0.149	0.215	0.145	0.413	0.2234	0.2590555	
1	131	850.4623	1.326811	0.145	0.191	0.122	0.354	0.534	0.599	0.36	0.3262969	
2	201	781.1014	1.892032	0.278	0.209	0.379	0.38	0.62	0.817	0.481	0.4391252	
2	202	804.0842	2.337607	0.302	0.265	0.666	0.627	0.536	0.869	0.5926	0.4936737	
2	203	807.7061	0.79047	0.137	0.125	0.116	0.202	0.234	0.307	0.1968	0.1687448	
2	204	808.5471	1.47121	0.134	0.14	0.346	0.328	0.275	0.45	0.3078	0.3604146	
2	205	810.4681	1.821895	0.094	0.101	0.257	0.431	0.397	0.394	0.316	0.4280167	
2	206	811.2767	1.863152	0.242	0.257	0.485	0.522	0.418	0.466	0.4296	0.4346423	
2	207	811.1155	2.151951	0.219	0.284	0.481	0.648	0.641	0.636	0.538	0.4740829	
2	208	810.8542	1.20304	0.102	0.116	0.152	0.247	0.308	0.471	0.2588	0.2940315	
2	209	812.6586	1.244297	0.088	0.108	0.196	0.202	0.28	0.474	0.252	0.3050944	
2	210	813.3958	0.749213	0.088	0.09	0.223	0.193	0.271	0.397	0.2348	0.1552161	
2	211	815.9404	2.399493	0.447	0.219	0.213	0.128	0.171	0.421	0.2304	0.4993153	
2	212	818.4453	1.347439	0.129	0.181	0.386	0.38	0.597	0.741	0.457	0.3314036	
2	213	822.0996	2.02818	0.229	0.452	0.553	0.541	0.79	0.706	0.6084	0.458606	
2	214	826.7131	0.79047	0.074	0.061	0.096	0.304	0.395	0.498	0.2708	0.1687448	
2	215	826.1873	1.838398	0.198	0.283	0.502	0.633	0.469	0.746	0.5266	0.4306985	
2	216	829.4584	2.275722	0.275	0.297	0.547	0.619	0.485	0.73	0.5356	0.4876004	
2	217	825.4183	1.904409	0.109	0.13	0.215	0.262	0.559	0.657	0.3646	0.441008	
2	218	799.0571	1.986923	0.218	0.296	0.416	0.493	0.609	0.782	0.5192	0.4529838	
2	219	801.8119	0.996755	0.108	0.125	0.249	0.33	0.381	0.342	0.2854	0.2343429	
2	220	804.0235	0.9348695	0.125	0.136	0.187	0.205	0.273	0.258	0.2118	0.2151603	
3	301	856.1406	1.05864	0.085	0.103	0.237	0.392	0.527	0.614	0.3746	0.2529766	
3	302	855.9636	0.3779	0.035	0.027	0.07	0.196	0.209	0.227	0.1458	0.04148405	
3	303	858.5897	1.409325	0.105	0.138	0.311	0.343	0.382	0.382	0.3112	0.3462574	
3	304	857.9744	1.574353	0.154	0.1	0.333	0.481	0.252	0.51	0.3352	0.3824839	
3	305	857.5227	0.666699	0.119	0.109	0.196	0.187	0.207	0.229	0.1856	0.1281206	
3	306	857.4776	1.326811	0.182	0.119	0.277	0.224	0.216	0.297	0.2266	0.3262969	
3	307	861.3592	1.656867	0.214	0.207	0.499	0.447	0.371	0.514	0.4076	0.3987988	
3	308	859.1634	1.491839	0.096	0.084	0.193	0.19	0.397	0.474	0.2676	0.36498	
3	309	860.4317	2.358236	0.292	0.256	0.566	0.68	0.571	0.551	0.5248	0.4956012	
3	310	858.3707	0.914241	0.093	0.108	0.129	0.168	0.19	0.249	0.1688	0.2086567	
3	311	860.4555	1.533096	0.148	0.131	0.253	0.268	0.22	0.247	0.2238	0.3738827	
3	312	860.762	1.945666	0.156	0.207	0.476	0.506	0.503	0.701	0.4786	0.4471198	
3	313	862.0488	0.749213	0.059	0.089	0.138	0.147	0.225	0.308	0.1814	0.1552161	
3	314	862.4769	1.182411	0.132	0.089	0.154	0.197	0.273	0.373	0.2172	0.2883862	
3	315	863.074	1.574353	0.088	0.239	0.326	0.548	0.543	0.581	0.4474	0.3824839	
3	316	863.2405	1.986923	0.308	0.213	0.336	0.354	0.413	0.376	0.3384	0.4529838	
3	317	864.419	1.120526	0.11	0.098	0.221	0.304	0.464	0.5	0.3174	0.2710046	
3	318	865.4045	1.120526	0.073	0.067	0.23	0.375	0.492	0.725	0.3778	0.2710046	
3	319	866.3912	1.347439	0.251	0.234	0.328	0.209	0.271	0.45	0.2984	0.3314036	
3	320	866.3426	0.955498	0.093	0.081	0.181	0.257	0.346	0.523	0.2776	0.2216112	
4	401	853.1707	2.02818	0.479	0.087	0.546	0.646	0.598	0.521	0.4796	0.458606	
4	402	854.8749	1.986923	0.106	0.137	0.198	0.294	0.527	0.422	0.3156	0.4529838	
4	403	823.8805	1.574353	0.201	0.202	0.271	0.293	0.38	0.336	0.2964	0.3824839	
4	404	824.9559	0.872984	0.139	0.139	0.171	0.25	0.274	0.186	0.204	0.1955057	
4	405	821.2872	1.450582	0.172	0.111	0.243	0.404	0.34	0.467	0.313	0.3557725	
4	406	820.6119	0.872984	0.245	0.174	0.221	0.211	0.187	0.183	0.1952	0.1955057	
4	407	819.6079	0.666699	0.146	0.048	0.102	0.129	0.191	0.227	0.1394	0.1281206	
4	408	818.0436	0.872984	0.097	0.133	0.134	0.109	0.164	0.244	0.1568	0.1955057	
4	409	822.8421	0.831727	0.162	0.123	0.178	0.17	0.175	0.252	0.1796	0.1821893	
4	410	821.4555	0.872984	0.16	0.123	0.162	0.088	0.185	0.228	0.1572	0.1955057	
4	411	835.4671	1.285554	0.101	0.165	0.332	0.254	0.24	0.307	0.2596	0.3158504	
4	412	827.8229	0.666699	0.122	0.112	0.146	0.127	0.086	0.091	0.1124	0.1281206	
4	413	820.8207	0.707956	0.143	0.125	0.194	0.123	0.059	0.129	0.126	0.1416547	
4	414	811.1763	0.996755	0.09	0.101	0.218	0.29	0.336	0.404	0.2698	0.2343429	
4	415	811.7232	0.914241	0.104	0.13	0.156	0.3	0.381	0.464	0.2862	0.2086567	
4	416	817.4086	1.533096	0.198	0.284	0.208	0.212	0.386	0.326	0.2832	0.3738827	
4	417	818.3475	2.399493	0.517	0.589	0.516	0.801	0.741	0.694	0.6682	0.4993153	
4	418	815.6339	1.986923	0.152	0.132	0.171	0.215	0.43	0.488	0.2872	0.4529838	
4	419	814.384	1.491839	0.172	0.142	0.186	0.117	0.189	0.31	0.1888	0.36498	
4	420	815.9879	0.666699	0.127	0.133	0.229	0.158	0.251	0.357	0.2256	0.1281206	
4	421	814.1885	1.491839	0.219	0.255	0.407	0.374	0.455	0.577	0.4136	0.36498	
4	422	816.9893	2.110694	0.28	0.414	0.369	0.49	0.566	0.269	0.4216	0.4691496	
4	423	816.7595	1.285554	0.141	0.135	0.264	0.201	0.272	0.444	0.2632	0.3158504	
4	424	817.2672	1.698124	0.142	0.186	0.249	0.456	0.489	0.485	0.373	0.4065219	
5	501	670.8981	2.44075	0.283	0.273	0.498	0.763	0.566	0.589	0.5378	0.5028458	
5	502	670.0975	1.409325	0.187	0.173	0.355	0.464	0.538	0.434	0.3928	0.3462574	
5	503	737.9761	1.533096	0.204	0.203	0.365	0.397	0.55	0.526	0.4082	0.3738827	
5	504	735.5055	2.44075	0.223	0.144	0.243	0.407	0.444	0.641	0.3758	0.5028458	
5	505	737.186	0.79047	0.119	0.081	0.162	0.27	0.512	0.491	0.3032	0.1687448	
5	506	743.209	0.955498	0.091	0.113	0.188	0.189	0.322	0.301	0.2226	0.2216112	
5	507	736.5941	2.151951	0.286	0.293	0.455	0.795	0.908	0.824	0.655	0.4740829	
5	508	736.7923	1.61561	0.095	0.127	0.238	0.612	0.658	0.729	0.4728	0.3907878	
5	509	735.5795	1.821895	0.233	0.309	0.376	0.702	0.852	0.479	0.5436	0.4280167	
5	510	732.4015	1.20304	0.088	0.063	0.151	0.31	0.428	0.483	0.287	0.2940315	
5	511	734.1473	0.831727	0.064	0.069	0.082	0.206	0.327	0.253	0.1874	0.1821893	
5	512	732.1841	1.20304	0.067	0.121	0.249	0.286	0.547	0.54	0.3486	0.2940315	
5	513	733.0904	1.244297	0.144	0.144	0.29	0.331	0.425	0.409	0.3198	0.3050944	
5	514	733.9712	0.872984	0.132	0.068	0.136	0.26	0.303	0.436	0.2406	0.1955057	
5	515	733.0376	0.79047	0.123	0.123	0.296	0.205	0.279	0.313	0.2432	0.1687448	
5	516	736.9561	0.625442	0.073	0.101	0.198	0.301	0.53	0.531	0.3322	0.1146836	
5	517	735.9653	0.996755	0.027	0.044	0.104	0.192	0.301	0.23	0.1742	0.2343429	
5	518	742.0003	2.151951	0.223	0.282	0.584	0.749	0.978	0.525	0.6236	0.4740829	
5	519	744.1934	2.193208	0.54	0.394	0.363	0.456	0.477	0.387	0.4154	0.4787986	
5	520	745.9056	0.460414	0.041	0.048	0.065	0.13	0.228	0.246	0.1434	0.06369856	
6	601	660.8309	1.285554	0.195	0.196	0.176	0.238	0.387	0.465	0.2924	0.3158504	
6	602	675.5486	1.20304	0.252	0.148	0.274	0.331	0.486	0.44	0.3358	0.2940315	
6	603	677.5911	0.831727	0.162	0.081	0.14	0.192	0.214	0.25	0.1754	0.1821893	
6	604	680.6456	1.120526	0.161	0.17	0.245	0.302	0.183	0.273	0.2346	0.2710046	
6	605	680.2789	2.358236	0.382	0.241	0.495	0.747	1.162	0.993	0.7276	0.4956012	
6	606	654.603	1.079269	0.101	0.128	0.295	0.359	0.361	0.388	0.3062	0.2590555	
6	607	676.6408	1.574353	0.145	0.083	0.203	0.339	0.352	0.381	0.2716	0.3824839	
6	608	672.2734	0.955498	0.184	0.137	0.252	0.337	0.299	0.311	0.2672	0.2216112	
6	609	669.0643	1.450582	0.218	0.155	0.328	0.486	0.561	0.581	0.4222	0.3557725	
6	610	665.0903	0.872984	0.213	0.169	0.331	0.314	0.234	0.232	0.256	0.1955057	
6	611	688.1921	0.872984	0.234	0.317	0.165	0.289	0.155	0.15	0.2152	0.1955057	
6	612	694.5786	1.491839	0.222	0.211	0.389	0.501	0.342	0.237	0.336	0.36498	
6	613	674.3807	1.945666	0.484	0.212	0.377	0.587	0.769	0.513	0.4916	0.4471198	
6	614	689.3574	2.02818	0.354	0.295	0.617	0.63	0.667	0.568	0.5554	0.458606	
6	615	694.6588	1.368068	0.184	0.127	0.212	0.278	0.432	0.392	0.2882	0.3364325	
7	701	581.6723	1.285554	0.178	0.205	0.185	0.17	0.234	0.259	0.2106	0.3158504	
7	702	578.5834	1.20304	0.061	0.063	0.09	0.122	0.147	0.205	0.1254	0.2940315	
7	703	580.6174	1.61561	0.18	0.149	0.153	0.307	0.329	0.54	0.2956	0.3907878	
7	704	556.7182	2.275722	0.414	0.258	0.301	0.302	0.38	0.459	0.34	0.4876004	
7	705	581.4133	0.79047	0.138	0.158	0.229	0.198	0.233	0.254	0.2144	0.1687448	
7	706	579.4422	1.079269	0.188	0.124	0.131	0.197	0.26	0.249	0.1922	0.2590555	
7	707	590.1541	2.151951	0.247	0.239	0.288	0.505	0.462	0.276	0.354	0.4740829	
7	708	596.3055	1.161783	0.339	0.152	0.133	0.275	0.318	0.391	0.2538	0.2826661	
7	709	588.9995	0.831727	0.063	0.066	0.127	0.188	0.24	0.277	0.1796	0.1821893	
7	710	587.0706	1.120526	0.146	0.138	0.16	0.233	0.215	0.337	0.2166	0.2710046	
7	711	585.1311	0.914241	0.104	0.112	0.125	0.347	0.344	0.319	0.2494	0.2086567	
7	712	585.2579	1.491839	0.235	0.191	0.229	0.244	0.374	0.386	0.2848	0.36498	
7	713	586.6707	1.079269	0.185	0.131	0.085	0.143	0.163	0.224	0.1492	0.2590555	
7	714	552.8234	2.110694	0.316	0.191	0.223	0.295	0.394	0.341	0.2888	0.4691496	
7	715	552.9556	1.20304	0.191	0.175	0.241	0.208	0.35	0.487	0.2922	0.2940315	
7	716	553.4629	1.863152	0.217	0.167	0.253	0.267	0.489	0.492	0.3336	0.4346423	
7	717	552.5883	1.821895	0.316	0.27	0.343	0.27	0.416	0.536	0.367	0.4280167	
7	718	556.3034	0.914241	0.107	0.088	0.121	0.18	0.2	0.195	0.1568	0.2086567	
7	719	556.6839	1.038012	0.137	0.097	0.217	0.281	0.374	0.404	0.2746	0.2468302	
7	720	587.4933	1.20304	0.165	0.188	0.193	0.24	0.325	0.359	0.261	0.2940315	
7	721	585.9792	1.574353	0.245	0.287	0.325	0.312	0.461	0.593	0.3956	0.3824839	
7	722	581.3817	1.863152	0.284	0.243	0.303	0.476	0.52	0.501	0.4086	0.4346423	
7	723	580.1873	1.079269	0.136	0.123	0.201	0.193	0.272	0.255	0.2088	0.2590555	
7	724	581.519	1.739381	0.507	0.294	0.216	0.23	0.309	0.435	0.2968	0.4139622	
8	802	638.9522	1.038012	0.108	0.114	0.2	0.262	0.454	0.45	0.296	0.2468302	
8	803	639.5682	1.244297	0.172	0.18	0.354	0.392	0.496	0.401	0.3646	0.3050944	
8	804	638.749	0.996755	0.176	0.169	0.258	0.215	0.323	0.392	0.2714	0.2343429	
8	805	641.7217	0.955498	0.17	0.14	0.181	0.221	0.351	0.301	0.2388	0.2216112	
8	806	642.8499	1.038012	0.262	0.078	0.158	0.219	0.368	0.559	0.2764	0.2468302	
8	807	644.6282	1.038012	0.162	0.165	0.166	0.201	0.315	0.478	0.265	0.2468302	
8	808	642.2184	0.872984	0.103	0.089	0.128	0.123	0.271	0.36	0.1942	0.1955057	
8	809	643.3572	1.326811	0.142	0.116	0.224	0.33	0.57	0.706	0.3892	0.3262969	
8	810	642.1867	1.904409	0.26	0.182	0.222	0.286	0.559	0.607	0.3712	0.441008	
8	811	639.9169	1.986923	0.199	0.152	0.178	0.252	0.389	0.416	0.2774	0.4529838	
8	812	646.5568	1.326811	0.134	0.171	0.256	0.301	0.411	0.461	0.32	0.3262969	
8	813	648.2535	1.161783	0.11	0.099	0.244	0.23	0.354	0.412	0.2678	0.2826661	
8	814	649.2293	2.523264	0.283	0.232	0.361	0.521	0.555	0.552	0.4442	0.5093769	
8	815	649.6105	0.872984	0.144	0.094	0.254	0.362	0.408	0.4	0.3036	0.1955057	
8	816	649.498	0.542928	0.07	0.055	0.11	0.147	0.217	0.192	0.1442	0.08843427	
8	817	651.4243	0.666699	0.062	0.075	0.111	0.127	0.22	0.206	0.1478	0.1281206	
8	818	650.872	1.038012	0.13	0.107	0.137	0.299	0.217	0.319	0.2158	0.2468302	
8	819	648.7793	1.450582	0.158	0.228	0.311	0.49	0.611	0.595	0.447	0.3557725	
8	820	643.8857	1.491839	0.168	0.207	0.393	0.556	0.586	0.646	0.4776	0.36498	
8	821	587.9742	1.656867	0.192	0.197	0.384	0.564	0.729	0.834	0.5416	0.3987988	
8	822	635.3378	2.234465	0.282	0.212	0.306	0.365	0.686	0.672	0.4482	0.4833025	
8	823	632.7416	1.986923	0.325	0.21	0.366	0.486	0.768	0.594	0.4848	0.4529838	
8	824	634.2049	0.955498	0.13	0.115	0.17	0.257	0.353	0.319	0.2428	0.2216112	
8	825	634.5002	1.574353	0.197	0.116	0.158	0.217	0.372	0.356	0.2438	0.3824839	
8	826	633.2715	0.79047	0.074	0.062	0.155	0.243	0.399	0.302	0.2322	0.1687448	
8	827	634.627	1.038012	0.173	0.178	0.167	0.115	0.294	0.392	0.2292	0.2468302	
8	828	636.3868	1.120526	0.05	0.048	0.147	0.3	0.487	0.437	0.2838	0.2710046	
8	829	635.9619	1.533096	0.112	0.114	0.171	0.193	0.396	0.613	0.2974	0.3738827	
8	830	631.5276	1.20304	0.086	0.087	0.188	0.339	0.484	0.455	0.3106	0.2940315	
9	901	653.6887	0.872984	0.109	0.086	0.138	0.131	0.292	0.418	0.213	0.1955057	
9	902	718.1481	0.707956	0.081	0.074	0.163	0.263	0.229	0.354	0.2166	0.1416547	
9	903	719.9924	1.326811	0.124	0.137	0.264	0.329	0.453	0.562	0.349	0.3262969	
9	904	720.0109	1.739381	0.211	0.247	0.404	0.361	0.565	0.514	0.4182	0.4139622	
9	905	720.8221	0.542928	0.055	0.055	0.12	0.193	0.19	0.21	0.1536	0.08843427	
9	906	720.0532	0.831727	0.102	0.099	0.094	0.251	0.355	0.305	0.2208	0.1821893	
9	907	720.4522	1.285554	0.238	0.228	0.305	0.341	0.386	0.502	0.3524	0.3158504	
9	908	724.199	1.244297	0.201	0.167	0.29	0.338	0.296	0.36	0.2902	0.3050944	
9	909	723.4495	1.574353	0.269	0.192	0.409	0.808	0.586	0.718	0.5426	0.3824839	
9	910	722.7642	1.533096	0.12	0.159	0.302	0.586	0.544	0.507	0.4196	0.3738827	
9	911	722.0878	0.625442	0.057	0.058	0.119	0.187	0.214	0.284	0.1724	0.1146836	
9	912	722.5687	0.542928	0.068	0.056	0.098	0.12	0.176	0.21	0.132	0.08843427	
9	913	723.1896	0.831727	0.081	0.094	0.187	0.231	0.316	0.414	0.2484	0.1821893	
9	914	704.556	1.698124	0.21	0.302	0.402	0.423	0.4	0.352	0.3758	0.4065219	
9	915	719.2896	1.120526	0.216	0.145	0.286	0.381	0.4	0.35	0.3124	0.2710046	
9	916	718.8589	1.409325	0.167	0.203	0.298	0.276	0.249	0.315	0.2682	0.3462574	
9	917	722.1829	0.872984	0.107	0.089	0.173	0.269	0.336	0.484	0.2702	0.1955057	
9	918	723.8264	1.244297	0.18	0.176	0.377	0.414	0.364	0.341	0.3344	0.3050944	
9	920	722.0535	2.02818	0.3	0.431	0.529	0.447	0.45	0.711	0.5136	0.458606	

Likelihood History
Iteration	Temperature	Likelihood
0	3	-320.9628	
1	3	-188.9097	
1.25	3	-185.4396	
1.5	3	-181.9688	
3	3	-48.18364	
3.25	3	-46.24599	
4	3	-6.960719	
6.5	3	-4.880803	
6.75	3	-4.855144	
7	3	45.24697	
8	3	91.28479	
8.75	3	91.48567	
10.75	3	91.48933	
11.75	3	91.48986	
12.75	3	91.49011	
13.75	3	91.49039	
14.25	3	122.4922	
16.5	3	122.5206	
18.75	3	122.5206	
19.75	3	122.5206	
20.75	3	122.5206	
22.75	3	122.5206	
27.25	3	159.4755	
28.5	3	163.9472	
29.5	3	179.5294	
29.75	3	179.5294	
30.75	3	179.5294	
31	3	179.9535	
31.75	3	179.9535	
32.75	3	179.9535	
33.5	3	185.6941	
33.75	3	185.6941	
35.75	3	185.6941	
38.75	3	185.6941	
39.75	3	185.6941	
40.5	3	191.959	
41.5	3	194.2676	
42.25	3	203.8314	
44.5	3	204.1952	
46.25	3	207.6202	
52.25	3	212.2832	
54.25	3	212.4497	
56.5	3	212.7927	
80.25	3	212.9352	
96.25	3	213.2526	
106.5	3	213.3928	
127.25	3	213.466	
401.25	3	213.5034	
829.5	3	213.5341	
1000	3	213.5341	
1190	3	213.5344	
2000	2.85	213.5344	
3000	2.85	213.5344	
3157.5	2.85	213.5498	
3383	2.85	213.5795	
4000	2.7075	213.5795	
4759.5	2.7075	213.5796	
5000	2.7075	213.5796	
5104	2.7075	213.5842	
6000	2.572125	213.5842	
7000	2.572125	213.5842	
8000	2.443519	213.5842	
